game_index,category,split,seed,lineup,rewards,statuses,winners
650,with_mine,train,20261266,mine best intruder 1039,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
651,with_mine,train,20261267,mine best,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""best""]"
652,with_mine,train,20261268,mine intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
646,with_mine,train,20261262,mine best,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""best""]"
653,with_mine,train,20261269,mine best intruder smith,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
655,with_mine,train,20261271,mine best intruder 1039,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
656,with_mine,train,20261272,mine best,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""best""]"
657,with_mine,train,20261273,mine intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
654,with_mine,train,20261270,mine best intruder 1200,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
658,with_mine,train,20261274,mine best intruder smith,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
661,with_mine,train,20261277,mine best,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""best""]"
659,with_mine,train,20261275,mine best intruder 1200,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
660,with_mine,train,20261276,mine best intruder 1039,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
664,with_mine,train,20261280,mine best intruder 1200,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
662,with_mine,train,20261278,mine intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
665,with_mine,train,20261281,mine best intruder 1039,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
663,with_mine,train,20261279,mine best intruder smith,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
669,with_mine,train,20261285,mine best intruder 1200,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
666,with_mine,train,20261282,mine best,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""best""]"
667,with_mine,train,20261283,mine intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
670,with_mine,train,20261286,mine best intruder 1039,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
668,with_mine,train,20261284,mine best intruder smith,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
672,with_mine,train,20261288,mine intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
673,with_mine,train,20261289,mine best intruder smith,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
675,with_mine,train,20261291,mine best intruder 1039,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
671,with_mine,train,20261287,mine best,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""best""]"
674,with_mine,train,20261290,mine best intruder 1200,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
676,with_mine,train,20261292,mine best,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""best""]"
677,with_mine,train,20261293,mine intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
678,with_mine,train,20261294,mine best intruder smith,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
681,with_mine,train,20261297,mine best,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""best""]"
679,with_mine,train,20261295,mine best intruder 1200,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
680,with_mine,train,20261296,mine best intruder 1039,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
683,with_mine,train,20261299,mine best intruder smith,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
684,with_mine,train,20261300,mine best intruder 1200,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
682,with_mine,train,20261298,mine intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
687,with_mine,train,20261303,mine intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
686,with_mine,train,20261302,mine best,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""best""]"
688,with_mine,train,20261304,mine best intruder smith,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
685,with_mine,train,20261301,mine best intruder 1039,"[1.0, -1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""mine""]"
690,with_mine,train,20261306,mine best intruder 1039,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
689,with_mine,train,20261305,mine best intruder 1200,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
691,with_mine,train,20261307,mine best,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""best""]"
693,with_mine,train,20261309,mine best intruder smith,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
692,with_mine,train,20261308,mine intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
694,with_mine,train,20261310,mine best intruder 1200,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
696,with_mine,train,20261312,mine best,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""best""]"
697,with_mine,train,20261313,mine intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
698,with_mine,train,20261314,mine best intruder smith,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
695,with_mine,train,20261311,mine best intruder 1039,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
699,with_mine,train,20261315,mine best intruder 1200,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
702,with_mine,train,20261318,mine intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
701,with_mine,train,20261317,mine best,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""best""]"
700,with_mine,train,20261316,mine best intruder 1039,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
703,with_mine,train,20261319,mine best intruder smith,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
705,with_mine,train,20261321,mine best intruder 1039,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
707,with_mine,train,20261323,mine intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
704,with_mine,train,20261320,mine best intruder 1200,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
706,with_mine,train,20261322,mine best,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""best""]"
708,with_mine,train,20261324,mine best intruder smith,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
712,with_mine,train,20261328,mine intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
710,with_mine,train,20261326,mine best intruder 1039,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
709,with_mine,train,20261325,mine best intruder 1200,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
711,with_mine,train,20261327,mine best,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""best""]"
713,with_mine,train,20261329,mine best intruder smith,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
714,with_mine,train,20261330,mine best intruder 1200,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
718,with_mine,train,20261334,mine best intruder smith,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
716,with_mine,train,20261332,mine best,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""best""]"
717,with_mine,train,20261333,mine intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
720,with_mine,train,20261336,mine best intruder 1039,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
719,with_mine,train,20261335,mine best intruder 1200,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
721,with_mine,train,20261337,mine best,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""best""]"
722,with_mine,train,20261338,mine intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
723,with_mine,train,20261339,mine best intruder smith,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
715,with_mine,train,20261331,mine best intruder 1039,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
725,with_mine,train,20261341,mine best intruder 1039,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
724,with_mine,train,20261340,mine best intruder 1200,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
727,with_mine,train,20261343,mine intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
726,with_mine,train,20261342,mine best,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""best""]"
728,with_mine,train,20261344,mine best intruder smith,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
729,with_mine,train,20261345,mine best intruder 1200,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
730,with_mine,train,20261346,mine best intruder 1039,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
733,with_mine,train,20261349,mine best intruder smith,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
731,with_mine,train,20261347,mine best,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""best""]"
734,with_mine,train,20261350,mine best intruder 1200,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
735,with_mine,train,20261351,mine best intruder 1039,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
732,with_mine,train,20261348,mine intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
736,with_mine,train,20261352,mine best,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""mine""]"
737,with_mine,train,20261353,mine intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
739,with_mine,train,20261355,mine best intruder 1200,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
738,with_mine,train,20261354,mine best intruder smith,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
743,with_mine,train,20261359,mine best intruder smith,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
741,with_mine,train,20261357,mine best,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""best""]"
742,with_mine,train,20261358,mine intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
744,with_mine,train,20261360,mine best intruder 1200,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
746,with_mine,train,20261362,mine best,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""best""]"
747,with_mine,train,20261363,mine intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
745,with_mine,train,20261361,mine best intruder 1039,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
748,with_mine,train,20261364,mine best intruder smith,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
740,with_mine,train,20261356,mine best intruder 1039,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
750,with_mine,train,20261366,mine best intruder 1039,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
749,with_mine,train,20261365,mine best intruder 1200,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
751,with_mine,train,20261367,mine best,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""best""]"
752,with_mine,train,20261368,mine intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
753,with_mine,train,20261369,mine best intruder smith,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
755,with_mine,train,20261371,mine best intruder 1039,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
754,with_mine,train,20261370,mine best intruder 1200,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
756,with_mine,train,20261372,mine best,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""best""]"
757,with_mine,train,20261373,mine intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
758,with_mine,train,20261374,mine best intruder smith,"[-1.0, -1.0, -1.0, 1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""smith""]"
761,with_mine,train,20261377,mine best,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""best""]"
763,with_mine,train,20261379,mine best intruder smith,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
759,with_mine,train,20261375,mine best intruder 1200,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
760,with_mine,train,20261376,mine best intruder 1039,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
762,with_mine,train,20261378,mine intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
766,with_mine,train,20261382,mine best,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""best""]"
764,with_mine,train,20261380,mine best intruder 1200,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
767,with_mine,train,20261383,mine intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
765,with_mine,train,20261381,mine best intruder 1039,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
768,with_mine,train,20261384,mine best intruder smith,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
769,with_mine,train,20261385,mine best intruder 1200,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
771,with_mine,train,20261387,mine best,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""best""]"
772,with_mine,train,20261388,mine intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
773,with_mine,train,20261389,mine best intruder smith,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
774,with_mine,train,20261390,mine best intruder 1200,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
777,with_mine,train,20261393,mine intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
775,with_mine,train,20261391,mine best intruder 1039,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
770,with_mine,train,20261386,mine best intruder 1039,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
778,with_mine,train,20261394,mine best intruder smith,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
780,with_mine,train,20261396,mine best intruder 1039,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
782,with_mine,train,20261398,mine intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
781,with_mine,train,20261397,mine best,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""best""]"
776,with_mine,train,20261392,mine best,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""best""]"
779,with_mine,train,20261395,mine best intruder 1200,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
783,with_mine,train,20261399,mine best intruder smith,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
786,with_mine,train,20261402,mine best,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""best""]"
784,with_mine,train,20261400,mine best intruder 1200,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
788,with_mine,train,20261404,mine best intruder smith,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
787,with_mine,train,20261403,mine intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
789,with_mine,train,20261405,mine best intruder 1200,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
785,with_mine,train,20261401,mine best intruder 1039,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
792,with_mine,train,20261408,mine intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
791,with_mine,train,20261407,mine best,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""best""]"
793,with_mine,train,20261409,mine best intruder smith,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
796,with_mine,train,20261412,mine best,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""best""]"
790,with_mine,train,20261406,mine best intruder 1039,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
794,with_mine,train,20261410,mine best intruder 1200,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
795,with_mine,train,20261411,mine best intruder 1039,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
797,with_mine,train,20261413,mine intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
799,with_mine,train,20261415,mine best intruder 1200,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
801,with_mine,train,20261417,mine best,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""best""]"
798,with_mine,train,20261414,mine best intruder smith,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
802,with_mine,train,20261418,mine intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
800,with_mine,train,20261416,mine best intruder 1039,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
803,with_mine,train,20261419,mine best intruder smith,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
804,with_mine,train,20261420,mine best intruder 1200,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
805,with_mine,train,20261421,mine best intruder 1039,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
806,with_mine,train,20261422,mine best,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""best""]"
807,with_mine,train,20261423,mine intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
808,with_mine,train,20261424,mine best intruder smith,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
809,with_mine,train,20261425,mine best intruder 1200,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
811,with_mine,train,20261427,mine best,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""best""]"
812,with_mine,train,20261428,mine intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
810,with_mine,train,20261426,mine best intruder 1039,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
815,with_mine,train,20261431,mine best intruder 1039,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
813,with_mine,train,20261429,mine best intruder smith,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
816,with_mine,train,20261432,mine best,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""best""]"
814,with_mine,train,20261430,mine best intruder 1200,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
817,with_mine,train,20261433,mine intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
820,with_mine,train,20261436,mine best intruder 1039,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
819,with_mine,train,20261435,mine best intruder 1200,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
818,with_mine,train,20261434,mine best intruder smith,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
821,with_mine,train,20261437,mine best,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""best""]"
823,with_mine,train,20261439,mine best intruder smith,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
822,with_mine,train,20261438,mine intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
825,with_mine,train,20261441,mine best intruder 1039,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
824,with_mine,train,20261440,mine best intruder 1200,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
828,with_mine,train,20261444,mine best intruder smith,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
827,with_mine,train,20261443,mine intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
826,with_mine,train,20261442,mine best,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""best""]"
829,with_mine,train,20261445,mine best intruder 1200,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
831,with_mine,train,20261447,mine best,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""best""]"
832,with_mine,train,20261448,mine intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
833,with_mine,train,20261449,mine best intruder smith,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
830,with_mine,train,20261446,mine best intruder 1039,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
834,with_mine,train,20261450,mine best intruder 1200,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
836,with_mine,train,20261452,mine best,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""best""]"
835,with_mine,train,20261451,mine best intruder 1039,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
837,with_mine,train,20261453,mine intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
839,with_mine,train,20261455,mine best intruder 1200,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
838,with_mine,train,20261454,mine best intruder smith,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
841,with_mine,train,20261457,mine best,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""best""]"
840,with_mine,train,20261456,mine best intruder 1039,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
842,with_mine,train,20261458,mine intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
845,with_mine,train,20261461,mine best intruder 1039,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
843,with_mine,train,20261459,mine best intruder smith,"[-1.0, -1.0, -1.0, 1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""smith""]"
